0.0000 -7.51582394 -12.58053914 -29.50862216 0.00000000 0.47500000
0.0010 -7.51661399 -12.70000649 -31.02571418 0.00000000 0.47500000
0.0020 -7.51424696 -13.55086314 -33.56612099 0.00000000 0.47500000
0.0030 -7.51961238 -13.16638585 -29.70786115 0.00000000 0.47500000
0.0040 -7.51053112 -14.52598653 -31.19133996 0.00000000 0.47500000
0.0050 -7.51005338 -12.59992343 -32.07706627 0.00000000 0.47500000
0.0060 -7.51000926 -12.97294558 -31.08879135 0.00000000 0.47500000
0.0070 -7.50608455 -13.30745004 -30.31329261 0.00000000 0.47500000
0.0080 -7.51060556 -12.68061834 -33.57736780 0.00000000 0.47500000
0.0090 -7.50722879 -13.30382915 -31.50666382 0.00000000 0.47500000
0.0100 -7.50668331 -12.22345502 -31.10638816 0.00000000 0.47500000
0.0110 -7.50700830 -11.70381211 -30.92877855 0.00000000 0.47500000
0.0120 -7.50571486 -11.90493147 -32.01962586 0.00000000 0.47500000
0.0130 -7.50932572 -12.88783431 -34.74993270 0.00000000 0.47500000
0.0140 -7.51142701 -12.57045239 -34.00539418 0.00000000 0.47500000
0.0150 -7.51272880 -12.21262230 -33.33760718 0.00000000 0.47500000
0.0160 -7.51473830 -13.01155915 -32.83049594 0.00000000 0.47500000
0.0170 -7.51665602 -12.01301385 -32.79699256 0.00000000 0.47500000
0.0180 -7.52208817 -13.76460659 -31.38491339 0.00000000 0.47500000
0.0190 -7.51966348 -12.47763420 -34.16756387 0.00000000 0.47500000
0.0200 -7.51983454 -12.09551898 -32.20749327 0.00000000 0.47500000
0.0210 -7.52390510 -12.55802521 -32.15877503 0.00000000 0.47500000
0.0220 -7.52337256 -12.40254604 -33.36021662 0.00000000 0.47500000
0.0230 -7.51956910 -12.20851142 -30.24473445 0.00000000 0.47500000
0.0240 -7.51921275 -12.30075991 -30.82101986 0.00000000 0.47500000
0.0250 -7.52120093 -12.73267003 -34.79950576 0.00000000 0.47500000
0.0260 -7.52320811 -12.63630000 -32.20364678 0.00000000 0.47500000
0.0270 -7.52555132 -12.88880533 -32.12917144 0.00000000 0.47500000
0.0280 -7.52551817 -12.34608296 -34.27927258 0.00000000 0.47500000
0.0290 -7.52565403 -13.19389681 -31.53554504 0.00000000 0.47500000
0.0300 -7.52498722 -13.32348248 -33.70088015 0.00000000 0.47500000
0.0310 -7.52480780 -12.93885292 -34.11961055 0.00000000 0.47500000
0.0320 -7.52768149 -13.53045126 -33.80618821 0.00000000 0.47500000
0.0330 -7.52946547 -13.50940200 -32.75587943 0.00000000 0.47500000
0.0340 -7.53267876 -12.98767579 -34.12100922 0.00000000 0.47500000
0.0350 -7.52985622 -13.66178913 -31.98135881 0.00000000 0.47500000
0.0360 -7.53183195 -14.00956753 -32.18583661 0.00000000 0.47500000
0.0370 -7.52984579 -13.55926030 -33.14087909 0.00000000 0.47500000
0.0380 -7.52932730 -11.95621046 -31.34185741 0.00000000 0.47500000
0.0390 -7.53126872 -12.68461938 -32.74657598 0.00000000 0.47500000
0.0400 -7.52722166 -13.08874358 -31.41168341 0.00000000 0.47500000
0.0410 -7.52797854 -12.79118567 -33.91560155 0.00000000 0.47500000
0.0420 -7.52852357 -12.84710824 -34.46734969 0.00000000 0.47500000
0.0430 -7.53021078 -12.97405949 -34.08213524 0.00000000 0.47500000
0.0440 -7.52835487 -13.00000949 -29.18576792 0.00000000 0.47500000
0.0450 -7.52310112 -12.75414816 -34.64746469 0.00000000 0.47500000
0.0460 -7.52235959 -12.28616352 -27.43129400 0.00000000 0.47500000
0.0470 -7.52120385 -13.20890000 -32.26825796 0.00000000 0.47500000
0.0480 -7.51822809 -12.61168127 -33.74984503 0.00000000 0.47500000
0.0490 -7.51599351 -13.63240250 -34.33146887 0.00000000 0.47500000
0.0500 -7.50965560 -13.39980000 -32.06243628 0.00000000 0.47500000
0.0510 -7.50543738 -12.87460637 -33.55445202 0.00000000 0.47600000
0.0520 -7.50156436 -13.93218586 -33.33255896 0.00000000 0.47600000
0.0530 -7.49958656 -13.75521971 -33.00352027 0.00000000 0.47600000
0.0540 -7.50021617 -13.74961206 -36.49207404 0.00000000 0.47600000
0.0550 -7.50197535 -13.83859339 -32.59820623 0.00000000 0.47600000
0.0560 -7.50207527 -13.98250457 -34.29176173 0.00000000 0.47600000
0.0570 -7.50308534 -13.70117411 -33.68607533 0.00000000 0.47600000
0.0580 -7.50311627 -13.42997024 -33.72210598 0.00000000 0.47600000
0.0590 -7.50349957 -13.78561239 -30.12988201 0.00000000 0.47600000
0.0600 -7.50311763 -14.85154115 -36.15424509 0.00000000 0.47600000
0.0610 -7.50566459 -14.35430000 -32.58808900 0.00000000 0.47600000
0.0620 -7.50726409 -15.26417956 -33.87948625 0.00000000 0.47600000
0.0630 -7.50362118 -13.93928433 -33.47065888 0.00000000 0.47600000
0.0640 -7.50677325 -14.76279149 -31.77315026 0.00000000 0.47600000
